,tablename,join,predicate,estimate,actual
675,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[it]",526.412,56.732
676,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[nl],t.production_year,>,1950",526.412,56.732
677,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[it]",526.412,56.188
678,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[de]",532.864,62.984
679,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[us]",526.412,39.804
680,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","k.keyword,=,mother-in-law,cn.country_code,=,[us],ct.kind,=,productioncompanies",251.248,251.276
681,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[us]",526.412,39.804
682,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[us]",526.412,39.804
683,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[us]",526.412,39.804
684,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[us]",526.412,56.724
685,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[us]",524.208,47.296
686,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[gb],t.production_year,>,1950",525.264,69.192
687,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[be],t.production_year,>,1950",526.412,56.704
688,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[nl],t.production_year,>,1950",526.412,69.76
689,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,nan,t.production_year,>,1950",526.412,15.504
690,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[nl],t.production_year,>,1950",526.46,76.068
691,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","k.keyword,=,sitcom,cn.country_code,=,[us],ct.kind,=,productioncompanies",251.248,251.248
692,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[hu]",526.412,56.752
693,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[se]",526.412,56.724
694,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[us]",526.412,39.804
695,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[hu]",532.864,49.364
696,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[gb],t.production_year,>,1950",526.412,56.744
697,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[hu]",526.412,56.792
698,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[jp],t.production_year,>,1950",525.212,104.196
699,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[gb],t.production_year,>,1950",526.412,56.744
700,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[gb],t.production_year,>,1950",532.976,64.588
701,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[de]",525.412,58.316
702,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","k.keyword,=,character-name-in-title,cn.country_code,=,[us],ct.kind,=,distributors",251.248,251.252
703,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[us]",526.412,39.804
704,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[jp],t.production_year,>,1950",532.888,66.68
705,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[ca],t.production_year,>,1950",525.268,85.576
706,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[gb],t.production_year,>,1950",525.212,108.696
707,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[pl]",526.412,71.376
708,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[ch]",526.412,56.772
709,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[fi],t.production_year,>,1950",526.412,56.772
710,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[jp],t.production_year,>,1950",526.412,56.772
711,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[nl],t.production_year,>,1950",526.412,69.676
712,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[gr],t.production_year,>,1950",526.412,56.772
713,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","k.keyword,=,character-name-in-title,cn.country_code,=,[us],ct.kind,=,distributors",251.248,251.268
714,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[us]",525.264,47.3
715,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[us]",524.208,56.752
716,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[us]",526.412,56.752
717,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[us]",526.412,72.668
718,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[ca],t.production_year,>,1950",525.212,108.696
719,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[us]",526.412,56.728
720,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[us]",525.212,108.696
721,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[us]",526.412,39.804
722,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[au],t.production_year,>,1950",532.864,49.364
723,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[hu]",526.412,71.396
724,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","k.keyword,=,character-name-in-title,cn.country_code,=,[us],ct.kind,=,distributors",251.248,251.248
725,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[be],t.production_year,>,1950",526.412,69.668
726,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[br],t.production_year,>,1950",526.412,71.38
727,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[mx]",526.412,71.376
728,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[gr],t.production_year,>,1950",524.208,56.712
729,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[de]",525.212,103.192
730,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[es],t.production_year,>,1950",525.212,103.192
731,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[pl]",524.208,56.712
732,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[pt]",524.208,56.712
